SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,FLAG_MOBIL,REGION_POPULATION_RELATIVE,OWN_CAR_AGE
100916,0,Cash loans,F,N,Y,1,180000.0,1,0.010276,
100917,0,Cash loans,F,N,Y,0,108000.0,1,0.019689,
100919,0,Cash loans,F,N,N,0,48600.0,1,0.014519999999999996,
100920,0,Cash loans,M,Y,Y,3,112500.0,1,0.028663,7.0
100921,0,Cash loans,F,N,N,0,112500.0,1,0.026392,
100922,0,Cash loans,F,N,Y,0,90000.0,1,0.015221,
100923,0,Cash loans,F,Y,Y,2,270000.0,1,0.007114,1.0
100924,0,Cash loans,M,N,Y,0,202500.0,1,0.020246,
100925,0,Cash loans,F,N,N,0,99000.0,1,0.015221,
100926,0,Cash loans,F,N,N,0,90000.0,1,0.009334,
100927,0,Cash loans,F,N,Y,0,135000.0,1,0.028663,
100928,0,Cash loans,M,Y,Y,1,112500.0,1,0.008625,5.0
100929,0,Cash loans,F,N,Y,0,81000.0,1,0.00823,
100930,0,Cash loans,F,N,Y,2,135000.0,1,0.00702,
100932,0,Cash loans,F,N,Y,0,202500.0,1,0.018801,
100933,0,Cash loans,F,Y,Y,0,112500.0,1,0.005084,2.0
100934,0,Revolving loans,F,N,Y,1,135000.0,1,0.01885,
100935,0,Cash loans,M,Y,Y,0,225000.0,1,0.005084,7.0
100936,1,Cash loans,F,N,Y,0,76500.0,1,0.007273999999999998,
100937,0,Cash loans,M,Y,Y,0,270000.0,1,0.014519999999999996,11.0
100938,0,Cash loans,M,Y,N,0,112500.0,1,0.01885,2.0
100939,0,Cash loans,F,N,N,0,67500.0,1,0.020246,
100940,0,Cash loans,F,Y,N,0,54000.0,1,0.019101,6.0
100941,0,Cash loans,F,N,Y,0,180000.0,1,0.025164,
100942,0,Cash loans,F,N,Y,0,261000.0,1,0.018029,
100943,0,Cash loans,F,N,N,0,135000.0,1,0.02461,
100944,0,Cash loans,M,N,N,1,189000.0,1,0.020713,
100945,1,Cash loans,F,N,Y,0,202500.0,1,0.019689,
100946,0,Cash loans,M,N,N,0,112500.0,1,0.014519999999999996,
100947,0,Cash loans,M,Y,Y,0,153000.0,1,0.015221,2.0
100948,0,Cash loans,M,Y,Y,0,112500.0,1,0.028663,18.0
100949,0,Cash loans,F,N,Y,1,315000.0,1,0.020713,
100950,0,Cash loans,F,N,N,0,157500.0,1,0.010032,
100951,0,Cash loans,M,N,Y,0,112500.0,1,0.019689,
100954,0,Revolving loans,F,N,Y,0,382500.0,1,0.025164,
100955,0,Cash loans,F,N,Y,0,112500.0,1,0.030755,
100956,0,Cash loans,F,N,Y,0,157500.0,1,0.00496,
100957,0,Cash loans,F,Y,Y,0,315000.0,1,0.007273999999999998,11.0
100958,0,Cash loans,F,Y,Y,1,135000.0,1,0.003813,14.0
100959,0,Cash loans,F,Y,Y,2,90000.0,1,0.028663,11.0
100960,0,Cash loans,F,N,Y,0,135000.0,1,0.04622,
100961,0,Cash loans,M,N,Y,0,81000.0,1,0.00702,
100962,0,Cash loans,F,Y,N,1,135000.0,1,0.025164,7.0
100963,1,Cash loans,F,N,Y,0,112500.0,1,0.025164,
100964,0,Cash loans,F,N,Y,0,112500.0,1,0.022625,
100966,0,Cash loans,F,N,Y,1,63000.0,1,0.019689,
100967,0,Cash loans,M,Y,Y,0,283500.0,1,0.005313,26.0
100968,0,Cash loans,F,Y,Y,1,90000.0,1,0.035792000000000004,18.0
100969,0,Cash loans,F,N,Y,0,216000.0,1,0.072508,
100971,1,Cash loans,F,Y,N,1,180000.0,1,0.072508,6.0
100972,0,Cash loans,F,N,Y,0,202500.0,1,0.035792000000000004,
100973,0,Cash loans,F,N,Y,0,202500.0,1,0.009175,
100974,0,Cash loans,F,N,N,0,135000.0,1,0.072508,
100975,0,Revolving loans,F,Y,Y,1,157500.0,1,0.035792000000000004,2.0
100976,0,Cash loans,F,Y,Y,0,126000.0,1,0.01885,10.0
100977,0,Cash loans,F,Y,Y,0,90000.0,1,0.025164,21.0
100978,0,Cash loans,F,Y,N,0,67500.0,1,0.010556,11.0
100979,0,Revolving loans,F,N,Y,0,157500.0,1,0.035792000000000004,
100980,0,Cash loans,F,N,Y,1,81000.0,1,0.008625,
100981,0,Cash loans,F,N,N,0,67500.0,1,0.019689,
100985,0,Cash loans,M,Y,Y,1,225000.0,1,0.010032,22.0
100986,0,Cash loans,M,Y,Y,0,180000.0,1,0.010147,1.0
100988,0,Cash loans,M,Y,Y,0,180000.0,1,0.028663,11.0
100989,0,Cash loans,F,Y,Y,1,112500.0,1,0.019689,14.0
100990,0,Cash loans,M,N,Y,2,157500.0,1,0.019689,
100991,0,Cash loans,M,N,Y,1,117000.0,1,0.015221,
100992,1,Cash loans,M,N,N,2,135000.0,1,0.020713,
100993,0,Cash loans,F,N,Y,1,67500.0,1,0.014519999999999996,
100994,0,Cash loans,F,N,N,0,112500.0,1,0.019689,
100995,0,Cash loans,F,Y,N,2,157500.0,1,0.006296,65.0
100996,1,Cash loans,F,N,N,1,94500.0,1,0.01885,
100999,0,Cash loans,M,Y,N,0,450000.0,1,0.072508,2.0
101000,0,Cash loans,M,N,Y,1,157500.0,1,0.025164,
101001,0,Cash loans,F,N,N,2,157500.0,1,0.011657,
101003,0,Cash loans,M,Y,Y,0,247500.0,1,0.072508,5.0
101004,0,Cash loans,F,Y,Y,1,112500.0,1,0.005144,65.0
101006,0,Revolving loans,F,N,N,0,180000.0,1,0.025164,
101007,0,Cash loans,F,Y,N,0,202500.0,1,0.018634,22.0
101009,0,Cash loans,F,N,Y,0,90000.0,1,0.015221,
101010,0,Cash loans,F,N,N,0,67500.0,1,0.006207,
101011,0,Cash loans,F,N,Y,0,112500.0,1,0.02461,
101012,0,Cash loans,F,N,N,0,112500.0,1,0.009334,
101013,0,Cash loans,M,Y,Y,1,202500.0,1,0.025164,9.0
101014,0,Cash loans,F,Y,N,0,225000.0,1,0.04622,2.0
101015,0,Cash loans,F,N,Y,1,121500.0,1,0.00702,
101016,0,Cash loans,M,Y,Y,0,315000.0,1,0.00823,11.0
101017,0,Revolving loans,F,Y,Y,0,135000.0,1,0.003818,13.0
101018,0,Cash loans,M,Y,Y,0,238500.0,1,0.003813,10.0
101019,0,Cash loans,F,N,Y,0,382500.0,1,0.019689,
101022,0,Cash loans,F,N,Y,0,112500.0,1,0.028663,
101023,0,Cash loans,M,Y,Y,0,180000.0,1,0.04622,4.0
101027,0,Cash loans,M,Y,Y,0,135000.0,1,0.035792000000000004,22.0
101028,0,Cash loans,F,N,Y,1,112500.0,1,0.014519999999999996,
101029,0,Revolving loans,M,Y,Y,0,315000.0,1,0.018801,7.0
101030,0,Cash loans,F,Y,Y,0,67500.0,1,0.007273999999999998,5.0
101032,0,Cash loans,F,N,Y,0,195750.0,1,0.019689,
101033,0,Cash loans,F,N,Y,0,99000.0,1,0.019689,
101034,0,Cash loans,F,Y,Y,1,112500.0,1,0.030755,10.0
101035,0,Cash loans,F,N,N,0,67500.0,1,0.018209,
101036,0,Cash loans,M,N,Y,0,225000.0,1,0.008019,
101037,0,Cash loans,F,N,N,0,247500.0,1,0.026392,
101038,0,Cash loans,M,Y,Y,0,180000.0,1,0.026392,8.0
101039,0,Cash loans,F,Y,Y,0,315000.0,1,0.030755,4.0
101040,0,Cash loans,M,Y,Y,1,157500.0,1,0.025164,11.0
101042,1,Cash loans,F,N,Y,1,81000.0,1,0.026392,
101043,0,Cash loans,F,N,Y,0,94500.0,1,0.028663,
101044,0,Cash loans,F,N,Y,1,157500.0,1,0.025164,
101045,0,Revolving loans,F,Y,N,0,67500.0,1,0.00733,64.0
101046,0,Revolving loans,F,N,Y,0,112500.0,1,0.018634,
101047,0,Cash loans,F,Y,Y,0,94500.0,1,0.006670999999999999,13.0
101048,0,Cash loans,M,Y,N,0,202500.0,1,0.031329,6.0
101049,0,Cash loans,M,Y,Y,0,99000.0,1,0.01885,1.0
101050,0,Cash loans,F,N,Y,0,157500.0,1,0.018029,
101052,0,Revolving loans,F,N,Y,0,135000.0,1,0.025164,
101053,0,Cash loans,F,N,N,0,135000.0,1,0.006008,
101054,0,Cash loans,F,N,Y,0,112500.0,1,0.035792000000000004,
101058,0,Cash loans,F,N,N,2,90000.0,1,0.001417,
101059,0,Cash loans,M,Y,Y,0,225000.0,1,0.019689,1.0
101060,0,Cash loans,M,N,N,0,270000.0,1,0.008625,
101061,0,Cash loans,F,N,Y,0,162000.0,1,0.035792000000000004,
101062,0,Cash loans,F,Y,Y,1,135000.0,1,0.04622,9.0
101063,1,Cash loans,M,Y,N,2,202500.0,1,0.006670999999999999,2.0
101065,0,Cash loans,M,Y,N,0,121500.0,1,0.022625,7.0
101066,0,Cash loans,F,N,N,1,112500.0,1,0.022625,
101067,0,Cash loans,F,Y,Y,0,225000.0,1,0.008068,9.0
101068,0,Cash loans,F,Y,Y,2,67500.0,1,0.028663,64.0
101069,0,Cash loans,M,Y,Y,0,225000.0,1,0.02461,3.0
101070,0,Cash loans,M,Y,Y,0,157500.0,1,0.019101,13.0
101071,0,Cash loans,M,Y,Y,0,135000.0,1,0.011703,15.0
101072,0,Cash loans,F,N,Y,0,180000.0,1,0.026392,
101073,1,Cash loans,F,Y,N,0,540000.0,1,0.008473999999999999,18.0
101074,0,Cash loans,M,Y,Y,0,173250.0,1,0.030755,14.0
101075,0,Cash loans,F,N,Y,0,121500.0,1,0.072508,
101076,1,Cash loans,F,N,Y,0,126000.0,1,0.008473999999999999,
101077,0,Cash loans,M,Y,Y,0,202500.0,1,0.026392,3.0
101078,0,Cash loans,F,N,N,1,90000.0,1,0.028663,
101080,0,Cash loans,F,N,N,0,90000.0,1,0.008068,
101081,0,Cash loans,M,N,Y,0,117000.0,1,0.025164,
101082,0,Cash loans,F,N,Y,1,270000.0,1,0.002506,
101083,0,Cash loans,F,N,N,0,117000.0,1,0.018209,
101084,0,Cash loans,M,Y,Y,1,157500.0,1,0.010147,4.0
101085,0,Cash loans,F,Y,Y,0,182250.0,1,0.04622,5.0
101086,0,Cash loans,M,Y,N,0,135000.0,1,0.018029,12.0
101088,0,Cash loans,F,N,N,0,166500.0,1,0.019101,
101089,0,Cash loans,F,N,N,0,157500.0,1,0.01885,
101091,0,Cash loans,M,N,N,0,157500.0,1,0.014464,
101093,1,Cash loans,F,N,Y,0,166500.0,1,0.011703,
101094,0,Cash loans,F,N,Y,0,112500.0,1,0.028663,
101095,0,Cash loans,F,N,N,0,67500.0,1,0.0105,
101096,1,Cash loans,M,N,Y,0,112500.0,1,0.018029,
101098,0,Cash loans,F,Y,N,1,180000.0,1,0.019689,8.0
101100,0,Cash loans,F,N,N,0,135000.0,1,0.008865999999999999,
101101,0,Revolving loans,M,N,Y,0,247500.0,1,0.010032,
101102,0,Cash loans,F,N,Y,2,90000.0,1,0.005084,
101103,0,Cash loans,F,N,N,0,193500.0,1,0.011657,
101104,0,Cash loans,F,N,Y,0,124200.0,1,0.035792000000000004,
101105,0,Cash loans,F,N,Y,0,112500.0,1,0.018209,
101106,0,Cash loans,M,N,Y,0,157500.0,1,0.018801,
101108,0,Cash loans,M,N,Y,0,180000.0,1,0.016612000000000002,
101109,0,Cash loans,M,Y,N,0,135000.0,1,0.004849,13.0
101110,0,Cash loans,F,Y,N,2,135000.0,1,0.02461,13.0
101111,0,Cash loans,F,Y,Y,0,225000.0,1,0.0228,5.0
101112,0,Cash loans,F,N,Y,0,202500.0,1,0.018634,
101113,0,Cash loans,F,N,Y,0,400500.0,1,0.031329,
101114,0,Cash loans,F,Y,Y,0,360000.0,1,0.030755,9.0
101115,0,Cash loans,M,Y,Y,1,202500.0,1,0.008865999999999999,7.0
101116,0,Cash loans,F,Y,Y,0,135000.0,1,0.009175,64.0
101117,0,Cash loans,F,N,N,0,144000.0,1,0.02461,
101119,0,Cash loans,M,Y,Y,1,202500.0,1,0.031329,19.0
101120,0,Revolving loans,M,N,Y,0,225000.0,1,0.026392,
101121,1,Cash loans,M,N,Y,2,180000.0,1,0.002506,
101122,0,Cash loans,F,N,N,1,90000.0,1,0.018029,
101123,0,Cash loans,F,Y,Y,0,54000.0,1,0.028663,1.0
101124,0,Cash loans,F,N,N,0,103500.0,1,0.02461,
101127,1,Cash loans,M,Y,N,0,211500.0,1,0.004849,2.0
101129,0,Cash loans,F,Y,Y,0,207000.0,1,0.072508,17.0
101130,0,Cash loans,F,Y,Y,0,67500.0,1,0.01885,10.0
101131,0,Cash loans,M,N,Y,0,112500.0,1,0.0228,
101132,0,Revolving loans,F,N,Y,1,157500.0,1,0.003818,
101133,0,Cash loans,F,N,Y,0,90000.0,1,0.031329,
101134,0,Cash loans,F,Y,N,0,135000.0,1,0.004849,12.0
101135,0,Cash loans,F,Y,Y,1,135000.0,1,0.014464,6.0
101137,0,Cash loans,M,N,Y,0,123300.0,1,0.010147,
101138,0,Cash loans,F,N,Y,0,202500.0,1,0.00702,
101139,0,Cash loans,F,Y,Y,1,112500.0,1,0.026392,15.0
101141,0,Cash loans,F,N,N,2,139500.0,1,0.026392,
101142,1,Cash loans,F,N,Y,2,135000.0,1,0.035792000000000004,
101143,0,Cash loans,F,N,Y,1,112500.0,1,0.00733,
101144,0,Cash loans,F,N,N,0,90000.0,1,0.025164,
101145,0,Cash loans,M,Y,N,2,315000.0,1,0.003818,19.0
101146,0,Cash loans,M,N,Y,0,38700.0,1,0.035792000000000004,
101147,1,Cash loans,M,N,Y,2,315000.0,1,0.018209,
101148,0,Cash loans,F,Y,N,1,135000.0,1,0.025164,1.0
101150,0,Cash loans,M,Y,Y,0,112500.0,1,0.031329,9.0
101151,0,Cash loans,F,N,N,0,90000.0,1,0.00496,
101152,0,Cash loans,F,N,N,0,112500.0,1,0.010006,
101153,0,Cash loans,F,N,Y,0,225000.0,1,0.04622,
101154,0,Cash loans,F,Y,Y,0,144000.0,1,0.00702,2.0
101155,0,Cash loans,M,N,Y,0,315000.0,1,0.02461,
101156,0,Cash loans,M,Y,Y,2,180000.0,1,0.028663,9.0
101157,0,Cash loans,F,Y,Y,0,135000.0,1,0.015221,1.0
101158,0,Revolving loans,M,Y,Y,0,180000.0,1,0.009657,64.0
101159,0,Cash loans,M,Y,Y,0,99000.0,1,0.01885,17.0
101161,0,Cash loans,F,N,N,0,135000.0,1,0.019689,
101162,0,Cash loans,F,N,Y,1,99000.0,1,0.011657,
101163,0,Cash loans,M,N,Y,0,135000.0,1,0.0228,
101164,0,Cash loans,F,Y,Y,1,315000.0,1,0.032561,7.0
101165,1,Revolving loans,F,N,Y,0,157500.0,1,0.02461,
101166,0,Revolving loans,F,Y,N,0,157500.0,1,0.020713,1.0
101167,0,Revolving loans,F,N,Y,1,90000.0,1,0.006207,
101168,0,Cash loans,F,N,Y,0,130500.0,1,0.016612000000000002,
101170,0,Cash loans,F,N,Y,1,337500.0,1,0.032561,
101171,0,Cash loans,F,N,N,0,112500.0,1,0.010966,
101172,0,Cash loans,M,Y,Y,0,180000.0,1,0.026392,3.0
101173,0,Cash loans,M,N,Y,1,144000.0,1,0.006296,
101174,0,Cash loans,F,N,Y,1,157500.0,1,0.025164,
101175,0,Revolving loans,M,Y,Y,0,202500.0,1,0.018209,15.0
101176,0,Cash loans,F,N,Y,0,157500.0,1,0.01885,
101177,0,Cash loans,F,N,N,0,225000.0,1,0.001417,
101178,0,Cash loans,M,Y,Y,0,328500.0,1,0.002506,22.0
101179,0,Cash loans,M,N,Y,2,225000.0,1,0.015221,
101180,0,Cash loans,M,N,Y,1,63000.0,1,0.028663,
101182,0,Cash loans,F,N,Y,0,135000.0,1,0.006629,
101183,0,Cash loans,F,N,Y,1,90000.0,1,0.00823,
101184,0,Cash loans,F,N,Y,0,103500.0,1,0.030755,
101185,0,Cash loans,F,N,N,0,90000.0,1,0.031329,
101187,0,Cash loans,F,Y,N,0,157500.0,1,0.00963,19.0
101188,0,Revolving loans,F,Y,Y,0,112500.0,1,0.010556,9.0
101189,0,Cash loans,F,Y,Y,0,121500.0,1,0.028663,6.0
101191,0,Cash loans,F,N,N,0,202500.0,1,0.018209,
101192,0,Cash loans,M,N,N,1,225000.0,1,0.035792000000000004,
101195,0,Cash loans,M,N,Y,0,90000.0,1,0.020246,
101196,0,Cash loans,M,N,Y,0,225000.0,1,0.010276,
101197,1,Cash loans,F,N,Y,0,144000.0,1,0.028663,
101199,0,Cash loans,M,Y,Y,0,252000.0,1,0.019101,1.0
101201,1,Cash loans,F,N,Y,2,99000.0,1,0.010643,
101202,0,Cash loans,M,Y,N,3,157500.0,1,0.006305,2.0
101203,0,Cash loans,M,N,Y,0,202500.0,1,0.025164,
101205,0,Cash loans,F,Y,N,2,90000.0,1,0.015221,16.0
101206,0,Cash loans,F,N,N,0,67500.0,1,0.00733,
101207,0,Cash loans,F,N,N,0,76500.0,1,0.020246,
101208,0,Cash loans,M,N,Y,0,157500.0,1,0.015221,
101209,0,Revolving loans,M,Y,N,0,180000.0,1,0.025164,7.0
101210,0,Cash loans,M,N,Y,0,180000.0,1,0.028663,
101212,0,Cash loans,F,N,N,1,132075.0,1,0.015221,
101214,0,Revolving loans,F,N,Y,1,225000.0,1,0.019101,
101215,0,Cash loans,M,N,Y,1,360000.0,1,0.018801,
101216,0,Cash loans,F,Y,Y,0,135000.0,1,0.031329,5.0
101217,0,Cash loans,F,N,Y,0,126000.0,1,0.025164,
101218,0,Cash loans,M,Y,Y,0,522000.0,1,0.072508,2.0
101219,0,Cash loans,M,Y,N,0,99000.0,1,0.010966,10.0
101220,0,Cash loans,F,N,Y,1,180000.0,1,0.020246,
101221,0,Cash loans,F,N,N,1,54000.0,1,0.025164,
101222,0,Revolving loans,F,Y,N,0,112500.0,1,0.020713,7.0
101224,0,Cash loans,F,N,Y,0,202500.0,1,0.031329,
101226,0,Cash loans,F,N,N,2,180000.0,1,0.010276,
101227,0,Cash loans,F,Y,Y,0,67500.0,1,0.031329,6.0
101228,0,Cash loans,M,N,N,3,450000.0,1,0.020246,
101229,0,Cash loans,F,N,N,0,135000.0,1,0.020246,
101230,0,Cash loans,M,Y,Y,1,292500.0,1,0.030755,13.0
101231,1,Cash loans,M,Y,Y,0,360000.0,1,0.016612000000000002,16.0
101232,0,Cash loans,F,N,Y,1,189000.0,1,0.006670999999999999,
101233,0,Cash loans,F,Y,Y,1,135000.0,1,0.030755,2.0
101234,0,Cash loans,M,Y,Y,1,180000.0,1,0.001417,11.0
101235,0,Revolving loans,F,N,Y,0,720000.0,1,0.010147,
101236,0,Cash loans,F,N,Y,0,315000.0,1,0.072508,
101238,0,Revolving loans,M,Y,N,1,180000.0,1,0.00963,15.0
101239,0,Cash loans,M,Y,Y,1,67500.0,1,0.009175,11.0
101240,0,Cash loans,F,N,N,0,180000.0,1,0.025164,
101241,0,Cash loans,M,Y,Y,3,180000.0,1,0.032561,64.0
101242,0,Cash loans,F,Y,Y,1,112500.0,1,0.019101,6.0
101245,1,Cash loans,M,N,Y,1,112500.0,1,0.006305,
101246,0,Revolving loans,F,N,Y,0,112500.0,1,0.01885,
101247,0,Cash loans,F,N,Y,0,67500.0,1,0.028663,
101248,0,Cash loans,F,N,N,1,90000.0,1,0.025164,
101249,0,Cash loans,F,N,Y,0,121500.0,1,0.035792000000000004,
101250,0,Cash loans,F,N,Y,0,49500.0,1,0.006008,
101251,0,Cash loans,F,N,Y,1,67500.0,1,0.031329,
101252,0,Cash loans,M,Y,N,1,168930.0,1,0.030755,4.0
101253,0,Cash loans,M,N,Y,0,112500.0,1,0.030755,
101254,0,Cash loans,M,Y,N,1,166500.0,1,0.006852,21.0
101255,0,Revolving loans,F,N,Y,0,225000.0,1,0.035792000000000004,
101256,0,Cash loans,M,Y,Y,0,225000.0,1,0.016612000000000002,4.0
101257,0,Cash loans,F,N,Y,0,81000.0,1,0.026392,
101260,0,Cash loans,F,Y,Y,0,112500.0,1,0.025164,16.0
101261,0,Cash loans,F,N,Y,0,171000.0,1,0.018029,
101262,0,Cash loans,F,N,Y,0,72000.0,1,0.020713,
101263,0,Cash loans,F,N,N,2,67500.0,1,0.02461,
101264,0,Cash loans,F,Y,Y,0,135000.0,1,0.003069,4.0
101265,0,Cash loans,F,Y,N,0,99000.0,1,0.005002,6.0
101266,0,Cash loans,F,Y,N,2,135000.0,1,0.006852,16.0
101267,0,Cash loans,M,N,Y,0,112500.0,1,0.00702,
101270,0,Cash loans,F,N,N,0,405000.0,1,0.072508,
101272,0,Cash loans,F,N,Y,0,135000.0,1,0.010643,
101273,0,Cash loans,M,Y,Y,0,45000.0,1,0.028663,20.0
101274,0,Cash loans,F,N,Y,0,72000.0,1,0.025164,
101275,0,Cash loans,M,N,Y,0,112500.0,1,0.018029,
101276,0,Cash loans,F,N,N,1,112500.0,1,0.018634,
101277,1,Cash loans,M,Y,N,0,225000.0,1,0.022625,24.0
101278,0,Cash loans,F,N,N,0,135000.0,1,0.02461,
101280,0,Cash loans,F,N,Y,0,157500.0,1,0.014464,
101282,0,Revolving loans,F,Y,Y,0,135000.0,1,0.008625,3.0
101283,0,Cash loans,M,Y,Y,0,112500.0,1,0.019101,15.0
101284,0,Cash loans,M,N,Y,0,112500.0,1,0.019101,
101285,0,Cash loans,F,N,N,0,76500.0,1,0.00496,
101286,1,Cash loans,M,N,Y,0,202500.0,1,0.011657,
101288,0,Cash loans,F,N,Y,0,126000.0,1,0.028663,
101289,0,Cash loans,F,N,Y,0,112500.0,1,0.020713,
101290,0,Cash loans,M,N,N,0,169137.0,1,0.008019,
101291,1,Cash loans,F,N,N,0,180000.0,1,0.010006,
101293,0,Cash loans,F,N,Y,0,180000.0,1,0.010643,
101295,0,Cash loans,F,N,N,0,112500.0,1,0.009549,
101298,0,Cash loans,F,Y,N,0,112500.0,1,0.007120000000000001,16.0
101300,1,Cash loans,F,N,N,0,81000.0,1,0.005313,
101302,0,Cash loans,M,Y,N,0,202500.0,1,0.018634,18.0
101303,0,Revolving loans,F,N,Y,0,67500.0,1,0.018801,
101304,0,Cash loans,F,N,N,1,90000.0,1,0.00702,
101306,0,Cash loans,F,N,Y,0,180000.0,1,0.010006,
101307,0,Cash loans,F,Y,Y,1,135000.0,1,0.006852,13.0
101309,0,Cash loans,F,N,N,0,135000.0,1,0.022625,
101310,0,Cash loans,F,N,N,0,180000.0,1,0.011703,
101311,0,Cash loans,F,N,Y,0,103500.0,1,0.008625,
101312,0,Cash loans,M,Y,Y,0,202500.0,1,0.018801,14.0
101313,0,Cash loans,F,N,Y,1,202500.0,1,0.014519999999999996,
101314,0,Cash loans,F,N,Y,0,112500.0,1,0.018029,
101315,0,Cash loans,F,N,Y,0,99000.0,1,0.020246,
101316,0,Cash loans,F,N,Y,0,45000.0,1,0.009175,
101317,0,Revolving loans,M,Y,Y,0,310500.0,1,0.04622,11.0
101319,0,Cash loans,F,N,Y,1,81000.0,1,0.035792000000000004,
101320,0,Cash loans,F,Y,N,1,135000.0,1,0.025164,11.0
101321,0,Revolving loans,F,Y,Y,0,135000.0,1,0.0228,11.0
101322,0,Cash loans,M,Y,Y,0,234000.0,1,0.031329,4.0
101323,0,Cash loans,F,N,N,0,180000.0,1,0.019689,
101324,0,Cash loans,F,N,Y,4,121500.0,1,0.010966,
101325,0,Cash loans,F,N,Y,0,225000.0,1,0.00496,
101326,0,Cash loans,F,N,Y,0,90000.0,1,0.035792000000000004,
101328,0,Cash loans,F,N,Y,0,202500.0,1,0.026392,
101330,1,Revolving loans,M,Y,Y,0,270000.0,1,0.006629,17.0
101331,0,Cash loans,F,N,N,1,270000.0,1,0.006629,
101333,0,Cash loans,F,N,Y,0,135000.0,1,0.0105,
101334,0,Cash loans,M,Y,Y,0,247500.0,1,0.031329,15.0
101335,0,Cash loans,M,Y,Y,1,135000.0,1,0.008865999999999999,7.0
101336,0,Cash loans,F,Y,Y,0,157500.0,1,0.026392,6.0
101338,0,Cash loans,F,N,Y,0,121500.0,1,0.025164,
101339,0,Cash loans,F,Y,N,0,292500.0,1,0.015221,5.0
101340,1,Cash loans,F,N,Y,1,135000.0,1,0.015221,
101341,0,Cash loans,F,Y,N,0,450000.0,1,0.032561,8.0
101342,0,Cash loans,M,Y,N,0,202500.0,1,0.018029,10.0
101344,0,Cash loans,F,N,N,0,315000.0,1,0.04622,
101347,0,Cash loans,F,N,Y,0,94500.0,1,0.02461,
101348,0,Revolving loans,M,N,N,1,180000.0,1,0.030755,
101349,0,Cash loans,F,N,Y,0,202500.0,1,0.019101,
101350,0,Cash loans,F,N,Y,0,54000.0,1,0.030755,
101351,0,Cash loans,F,Y,Y,2,157500.0,1,0.010006,3.0
101352,0,Cash loans,F,N,Y,1,225000.0,1,0.010032,
101357,0,Cash loans,F,N,Y,0,76500.0,1,0.028663,
101358,0,Revolving loans,F,N,N,0,337500.0,1,0.020713,
101359,0,Revolving loans,F,N,N,0,112500.0,1,0.0105,
101360,1,Cash loans,M,N,Y,0,46948.5,1,0.018029,
101361,0,Revolving loans,F,N,Y,0,112500.0,1,0.018801,
101364,0,Cash loans,M,Y,Y,0,180000.0,1,0.007114,5.0
101369,0,Cash loans,F,Y,Y,1,171000.0,1,0.010147,17.0
101370,0,Cash loans,M,N,N,0,135000.0,1,0.030755,
101371,0,Cash loans,M,N,Y,1,315000.0,1,0.035792000000000004,
101372,0,Cash loans,M,Y,Y,0,225000.0,1,0.019101,9.0
101373,1,Cash loans,M,Y,Y,0,175500.0,1,0.020713,26.0
101375,0,Cash loans,F,N,N,0,202500.0,1,0.010006,
101376,0,Cash loans,F,N,N,0,135000.0,1,0.030755,
101377,0,Cash loans,M,N,N,0,135000.0,1,0.019101,
101378,0,Cash loans,F,N,Y,0,67500.0,1,0.018209,
101379,0,Cash loans,F,N,Y,0,225000.0,1,0.031329,
101381,0,Cash loans,F,N,Y,0,130500.0,1,0.008625,
101382,1,Cash loans,F,N,Y,0,153000.0,1,0.0105,
101384,0,Cash loans,M,N,N,2,112500.0,1,0.035792000000000004,
101385,0,Cash loans,M,N,Y,2,157500.0,1,0.028663,
101386,0,Cash loans,M,Y,Y,0,130500.0,1,0.014519999999999996,19.0
101387,0,Cash loans,M,Y,Y,0,90000.0,1,0.026392,1.0
101388,0,Cash loans,F,N,N,0,135000.0,1,0.010276,
101389,0,Cash loans,M,Y,Y,0,270000.0,1,0.04622,7.0
101390,0,Cash loans,F,N,N,0,67500.0,1,0.002134,
101391,0,Cash loans,F,N,N,0,135000.0,1,0.019689,
101392,0,Cash loans,F,Y,Y,0,81000.0,1,0.035792000000000004,3.0
101393,0,Cash loans,M,Y,Y,1,247500.0,1,0.009175,16.0
101394,0,Cash loans,M,Y,Y,0,112500.0,1,0.031329,12.0
101395,0,Cash loans,F,N,Y,0,135000.0,1,0.028663,
101396,0,Cash loans,M,Y,N,0,225000.0,1,0.006670999999999999,16.0
101397,0,Cash loans,F,N,Y,0,135000.0,1,0.003813,
101400,0,Cash loans,M,N,Y,0,315000.0,1,0.00963,
101402,0,Cash loans,M,Y,Y,3,90000.0,1,0.026392,10.0
101403,0,Cash loans,M,Y,Y,0,180000.0,1,0.026392,1.0
101404,0,Cash loans,M,Y,N,0,112500.0,1,0.04622,0.0
101405,0,Cash loans,F,N,N,0,270000.0,1,0.016612000000000002,
101406,1,Cash loans,F,N,N,0,87750.0,1,0.01885,
101407,0,Cash loans,F,N,N,1,135000.0,1,0.016612000000000002,
101408,0,Cash loans,F,N,N,0,180000.0,1,0.004849,
101409,0,Cash loans,M,Y,N,0,180000.0,1,0.030755,4.0
101410,0,Cash loans,F,N,Y,1,126000.0,1,0.010276,
101411,0,Cash loans,F,N,N,0,112500.0,1,0.009334,
101413,0,Cash loans,F,N,Y,0,67050.0,1,0.018029,
